path,doc_code,revision,plan_kind,status,previous_status,top_dir,size_human,card_path
07 Presentado al Condado/0002_Building Permiso/Rev00/Para planificacion/20180404/Sellado/Order 186461 summary.pdf,,,Permiso / plano sellado,ok,ok,07 Presentado al Condado,62 KB,.yeyo-memory/cards/a37b51f1f10256b3.json
07 Presentado al Condado/0002_Building Permiso/Rev00/Para planificacion/SOLANA TES HX Permit_Pkg_02_01_2018_PAGE S1.3.pdf,,,Permiso / plano sellado,ok,ok,07 Presentado al Condado,2.4 MB,.yeyo-memory/cards/a40820696df53c23.json
07 Presentado al Condado/0002_Building Permiso/Rev00/SIC/Solana Special Inspection Certification.pdf,,,Permiso / plano sellado,tagged_plan,tagged_plan,07 Presentado al Condado,489 KB,.yeyo-memory/cards/f2c381704e2188b5.json
07 Presentado al Condado/0002_Building Permiso/Rev00/Z2015051 Approval Documents.pdf,,,Permiso / plano sellado,tagged_plan,tagged_plan,07 Presentado al Condado,3.4 MB,.yeyo-memory/cards/c4e149f8e0fac8d2.json
07 Presentado al Condado/0002_Building Permiso/Rev00/ZZ_comments MCPD/MCPD Combined Review B201801005[2].pdf,,,Permiso / plano sellado,ok,ok,07 Presentado al Condado,920 KB,.yeyo-memory/cards/a4c45ca468c81544.json
07 Presentado al Condado/0002_Building Permiso/Rev00/ZZ_comments MCPD/Response to Structural comment.pdf,,,Permiso / plano sellado,tagged_plan,tagged_plan,07 Presentado al Condado,328 KB,.yeyo-memory/cards/710c0b8c3e623909.json
07 Presentado al Condado/0002_Building Permiso/Rev00/ZZ_comments MCPD/Response to Structural comment_Rev01.pdf,,,Permiso / plano sellado,tagged_plan,tagged_plan,07 Presentado al Condado,324 KB,.yeyo-memory/cards/cb945702d4f4dcf4.json
07 Presentado al Condado/0002_Building Permiso/Rev00/ZZ_comments MCPD/SUP julio 2015/01 CR-1.pdf,,,Permiso / plano sellado,tagged_plan,tagged_plan,07 Presentado al Condado,2.2 MB,.yeyo-memory/cards/2ed8213b326d0b75.json
07 Presentado al Condado/0002_Building Permiso/Rev00/ZZ_comments MCPD/SUP julio 2015/02 SP-1.pdf,,,Permiso / plano sellado,tagged_plan,tagged_plan,07 Presentado al Condado,1.6 MB,.yeyo-memory/cards/a124bb411fb2c506.json
07 Presentado al Condado/0002_Building Permiso/Rev00/ZZ_comments MCPD/SUP julio 2015/03 SP-2.pdf,,,Permiso / plano sellado,tagged_plan,tagged_plan,07 Presentado al Condado,616 KB,.yeyo-memory/cards/003dc9e416ab5689.json
07 Presentado al Condado/0002_Building Permiso/Rev00/ZZ_comments MCPD/SUP julio 2015/04 SP-3.pdf,,,Permiso / plano sellado,tagged_plan,tagged_plan,07 Presentado al Condado,1.5 MB,.yeyo-memory/cards/b3ff4b4c6f9c0798.json
07 Presentado al Condado/0002_Building Permiso/Rev00/ZZ_comments MCPD/SUP julio 2015/05 SP-4.pdf,,,Permiso / plano sellado,tagged_plan,tagged_plan,07 Presentado al Condado,1.6 MB,.yeyo-memory/cards/b463e9e79df0d67d.json
07 Presentado al Condado/0002_Building Permiso/Rev00/ZZ_comments MCPD/SUP julio 2015/06 SP-5.pdf,,,Permiso / plano sellado,tagged_plan,tagged_plan,07 Presentado al Condado,537 KB,.yeyo-memory/cards/215e98d1c3bd66fb.json
07 Presentado al Condado/0002_Building Permiso/Rev01/DRA/SOLANA TES HX Permit_Pkg_Rev01.pdf,,,Permiso / plano sellado,ok,ok,07 Presentado al Condado,10 MB,.yeyo-memory/cards/e3787f86a0b86a22.json
07 Presentado al Condado/0002a_Special formulario inspeccion/Solana Special Inspection Certification.pdf,,,Permiso / plano sellado,tagged_plan,tagged_plan,07 Presentado al Condado,489 KB,.yeyo-memory/cards/ee0a33de5fa49c56.json
12 As Built TES 6/00_Permit Package/01 Building Permit/SOLANA TES HX Permit_Pkg_Rev01.pdf,,,Permiso / plano sellado,ok,ok,12 As Built TES 6,10 MB,.yeyo-memory/cards/f7d8cf7a65f3e519.json
12 As Built TES 6/00_Permit Package/02_Zoning Permit/S2009117-Solana HEX Planing.pdf,,,Permiso / plano sellado,tagged_plan,tagged_plan,12 As Built TES 6,13 MB,.yeyo-memory/cards/7676cde6f0a3410c.json
12 As Built TES 6/00_Permit Package/02_Zoning Permit/TC-0122.pdf,,,Permiso / plano sellado,tagged_plan,tagged_plan,12 As Built TES 6,11 MB,.yeyo-memory/cards/bbf0477643b0d27e.json
12 As Built TES 6/00_Permit Package/05_Electrical/4521-PLN-AEE-27-33-0000_Electrical Permit package.pdf,4521-PLN-AEE-27-33-,,Permiso / plano sellado,ok,ok,12 As Built TES 6,31 MB,.yeyo-memory/cards/900b12f3e870e958.json
12 As Built TES 6/00_Permit Package/Z2015051 Approval Documents.pdf,,,Permiso / plano sellado,tagged_plan,tagged_plan,12 As Built TES 6,3.4 MB,.yeyo-memory/cards/180708ff2fc447aa.json
13_Documentos de Inspección Final/4521-PLN-AEE-27-33-0000_Electrical Permit package.pdf,4521-PLN-AEE-27-33-,,Permiso / plano sellado,ok,ok,13_Documentos de Inspección Final,31 MB,.yeyo-memory/cards/8570fba98a5e4894.json
13_Documentos de Inspección Final/Site Inspection 7-29-19sealed.pdf,,,Permiso / plano sellado,ok,ok,13_Documentos de Inspección Final,186 KB,.yeyo-memory/cards/062d8aad056a48bd.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Eléctrico/PLN/4521-PLN-ANC-27-23-P590 - R12_Sealed.pdf,4521-PLN-ANC-27-23-P590,,Permiso / plano sellado,tagged_plan,tagged_plan,Documentacion con sello PE 08,809 KB,.yeyo-memory/cards/3c4800975ca54b92.json
01 GD AE/Compras/02 Bomba desague/02 Propuestas/Ensival/scope moteur+courbes+dwg+ds.pdf,,,Plano / dibujo general,ok,ok,01 GD AE,243 KB,.yeyo-memory/cards/abbc39becc77f747.json
01 GD AE/Compras/02 Bomba desague/02 Propuestas/Rheinhuette/Quote 9750 Rev 6 Abenisa Salt Drain Pump.pdf,,Rev 6,Plano / dibujo general,tagged_plan,tagged_plan,01 GD AE,6.2 MB,.yeyo-memory/cards/208303195e9aea40.json
01 GD AE/Compras/02 Bomba desague/03 Comparacion/4521-TAB-AEE-75-62-0001-GAR TBE MS Drain Pump.pdf,4521-TAB-AEE-75-62-0001,,Plano / dibujo general,ok,ok,01 GD AE,43 KB,.yeyo-memory/cards/ff2d822f926d7db7.json
02 GD LOI/Dibujos/4521-PLN-LOI-039-062-0001-GAR Rev.01 GENERAL ARRAGEMENT AND LOADS.pdf,4521-PLN-LOI-039-062-0001,Rev.01,Plano / dibujo general,tagged_plan,tagged_plan,02 GD LOI,1.3 MB,.yeyo-memory/cards/962c45c66b1d0c16.json
02 GD LOI/Dibujos/4521-PLN-LOI-039-062-0001-GAR Rev.02 GENERAL ARRAGEMENT .pdf,4521-PLN-LOI-039-062-0001,Rev.02,Plano / dibujo general,tagged_plan,tagged_plan,02 GD LOI,1.2 MB,.yeyo-memory/cards/dcfb839c63211b7e.json
02 GD LOI/Dibujos/4521-PLN-LOI-039-062-0001-GAR_Rev03 GENERAL ARRAGEMENT .pdf,4521-PLN-LOI-039-062-0001,,Plano / dibujo general,tagged_plan,tagged_plan,02 GD LOI,1.3 MB,.yeyo-memory/cards/70c6b60a1a9d236b.json
02 GD LOI/Dibujos/4521-PLN-LOI-039-062-0002-GAR Rev.00 PRODUCTION TEST DRAWING.pdf,4521-PLN-LOI-039-062-0002,Rev.00,Plano / dibujo general,tagged_plan,tagged_plan,02 GD LOI,552 KB,.yeyo-memory/cards/6ef4e99f47c908fd.json
02 GD LOI/Dibujos/4521-PLN-LOI-039-062-0002-GAR Rev.01 PRODUCTION TEST DRAWING.pdf,4521-PLN-LOI-039-062-0002,Rev.01,Plano / dibujo general,tagged_plan,tagged_plan,02 GD LOI,559 KB,.yeyo-memory/cards/9f78b8f8846d31c1.json
02 GD LOI/Dibujos/4521-PLN-LOI-039-062-0003-GAR Rev0 ANCHOR BOLTS DRAWING.pdf,4521-PLN-LOI-039-062-0003,Rev0,Plano / dibujo general,ok,ok,02 GD LOI,138 KB,.yeyo-memory/cards/39e69cfd4c8b44a8.json
02 GD LOI/Dibujos/4521-PLN-LOI-039-062-0003-GAR_Rev01 ANCHOR BOLTS .pdf,4521-PLN-LOI-039-062-0003,,Plano / dibujo general,tagged_plan,tagged_plan,02 GD LOI,503 KB,.yeyo-memory/cards/45997062351c2975.json
02 GD LOI/Dibujos/4521-PLN-LOI-039-062-0010-GAR Rev.00 TUBE SHEET DRAWING.pdf,4521-PLN-LOI-039-062-0010,Rev.00,Plano / dibujo general,tagged_plan,tagged_plan,02 GD LOI,1.3 MB,.yeyo-memory/cards/f23761c3d79e3d8c.json
02 GD LOI/Dibujos/4521-PLN-LOI-039-062-0010-GAR Rev.01 TUBE SHEET DRAWING.pdf,4521-PLN-LOI-039-062-0010,Rev.01,Plano / dibujo general,tagged_plan,tagged_plan,02 GD LOI,1.4 MB,.yeyo-memory/cards/ad7c0b249349d853.json
02 GD LOI/Dibujos/4521-PLN-LOI-039-062-0011-GAR Rev.00 SADDLES.pdf,4521-PLN-LOI-039-062-0011,Rev.00,Plano / dibujo general,tagged_plan,tagged_plan,02 GD LOI,3.0 MB,.yeyo-memory/cards/267f026aa578ef5d.json
02 GD LOI/Dibujos/4521-PLN-LOI-039-062-0011-GAR_ Rev01 SADDLES.pdf,4521-PLN-LOI-039-062-0011,Rev01,Plano / dibujo general,tagged_plan,tagged_plan,02 GD LOI,3.3 MB,.yeyo-memory/cards/374c5fe0e255c1cc.json
02 GD LOI/Dibujos/4521-PLN-LOI-039-062-0012-GAR Rev.00 Nozzels.pdf,4521-PLN-LOI-039-062-0012,Rev.00,Plano / dibujo general,tagged_plan,tagged_plan,02 GD LOI,480 KB,.yeyo-memory/cards/d6ccc6c4e4da25dc.json
02 GD LOI/Dibujos/4521-PLN-LOI-039-062-0013-GAR Rev.01 TRANSPORT DRAWING.pdf,4521-PLN-LOI-039-062-0013,Rev.01,Plano / dibujo general,tagged_plan,tagged_plan,02 GD LOI,1.4 MB,.yeyo-memory/cards/823b550f66109133.json
02 GD LOI/Dibujos/4521-PLN-LOI-039-062-0013-GAR rev00 Transport Drawing.pdf,4521-PLN-LOI-039-062-0013,rev00,Plano / dibujo general,tagged_plan,tagged_plan,02 GD LOI,388 KB,.yeyo-memory/cards/0b2f3a872c323d75.json
02 GD LOI/Dibujos/4521-PLN-LOI-039-062-0014-GAR Rev.00 Insualtion.pdf,4521-PLN-LOI-039-062-0014,Rev.00,Plano / dibujo general,tagged_plan,tagged_plan,02 GD LOI,405 KB,.yeyo-memory/cards/06971adc235bdff0.json
02 GD LOI/Dibujos/4521-PLN-LOI-039-062-0014-GAR_Rev01 INSULATION SUPPORTS.pdf,4521-PLN-LOI-039-062-0014,,Plano / dibujo general,tagged_plan,tagged_plan,02 GD LOI,454 KB,.yeyo-memory/cards/cf3445ad0ded2c08.json
02 GD LOI/Dibujos/4521-PLN-LOI-039-062-0015-GAR Rev.00 NAMEPLATE DRAWING.pdf,4521-PLN-LOI-039-062-0015,Rev.00,Plano / dibujo general,tagged_plan,tagged_plan,02 GD LOI,463 KB,.yeyo-memory/cards/c193861f96a42711.json
02 GD LOI/Dibujos/4521-PLN-LOI-039-062-0015-GAR Rev.01 NAMEPLATE DRAWING.pdf,4521-PLN-LOI-039-062-0015,Rev.01,Plano / dibujo general,tagged_plan,tagged_plan,02 GD LOI,534 KB,.yeyo-memory/cards/3b08e1cf0ea26ffd.json
02 GD LOI/Hoja tecnica/4521- HDD-AEPC-075-062-0001 Rev0 _ HTF -Molten salts Heat exchanger Data Sheet.pdf,,Rev0,Plano / dibujo general,ok,ok,02 GD LOI,44 KB,.yeyo-memory/cards/cb71ddb73f936b10.json
02 GD LOI/Hoja tecnica/4521-HDD-LOI-039-062-0001-GAR Rev.00 Equipmnet Data Sheet.pdf,4521-HDD-LOI-039-062-0001,Rev.00,Plano / dibujo general,ok,ok,02 GD LOI,248 KB,.yeyo-memory/cards/a59391a7b871c26d.json
02 GD LOI/INS/4521-INS-LOI-039-062-0004-GAR_REV 0_Hydraulic Test Procedure.pdf,4521-INS-LOI-039-062-0004,,Plano / dibujo general,ok,ok,02 GD LOI,315 KB,.yeyo-memory/cards/9116354b3e539b17.json
03 GD Fabricacion LOI TES 6/Dibujos/4521-PLN-LOI-039-062-0002-GAR_rev00 PRODUCTION TEST DRAWING.pdf,4521-PLN-LOI-039-062-0002,,Plano / dibujo general,tagged_plan,tagged_plan,03 GD Fabricacion LOI TES 6,628 KB,.yeyo-memory/cards/80f1fd0e468cb8fa.json
03 GD Fabricacion LOI TES 6/Dibujos/4521-PLN-LOI-039-062-0002-GAR_rev01 PRODUCTION TEST DRAWING.pdf,4521-PLN-LOI-039-062-0002,,Plano / dibujo general,tagged_plan,tagged_plan,03 GD Fabricacion LOI TES 6,640 KB,.yeyo-memory/cards/ebe1ee82c0afa24e.json
03 GD Fabricacion LOI TES 6/Dibujos/4521-PLN-LOI-039-062-0005-GAR_rev00 ANCHOR BOLTS DRAWINGS.pdf,4521-PLN-LOI-039-062-0005,,Plano / dibujo general,ok,ok,03 GD Fabricacion LOI TES 6,225 KB,.yeyo-memory/cards/ed31e71bec1658c8.json
03 GD Fabricacion LOI TES 6/Dibujos/4521-PLN-LOI-039-062-0005-GAR_rev01 ANCHOR BOLTS DRAWINGS.pdf,4521-PLN-LOI-039-062-0005,,Plano / dibujo general,tagged_plan,tagged_plan,03 GD Fabricacion LOI TES 6,471 KB,.yeyo-memory/cards/717539641128a4ed.json
03 GD Fabricacion LOI TES 6/Dibujos/4521-PLN-LOI-039-062-0009-GAR_ rev03 SHELL & CHANNEL.pdf,4521-PLN-LOI-039-062-0009,rev03,Plano / dibujo general,tagged_plan,tagged_plan,03 GD Fabricacion LOI TES 6,1.1 MB,.yeyo-memory/cards/cdac962282cb9b80.json
03 GD Fabricacion LOI TES 6/Dibujos/4521-PLN-LOI-039-062-0010-GAR_rev00 TUBE SHEET DRAWING.pdf,4521-PLN-LOI-039-062-0010,,Plano / dibujo general,tagged_plan,tagged_plan,03 GD Fabricacion LOI TES 6,3.6 MB,.yeyo-memory/cards/68954d118235d7ce.json
03 GD Fabricacion LOI TES 6/Dibujos/4521-PLN-LOI-039-062-0011-GAR_rev00 SADDLES DRAWING.pdf,4521-PLN-LOI-039-062-0011,,Plano / dibujo general,tagged_plan,tagged_plan,03 GD Fabricacion LOI TES 6,3.3 MB,.yeyo-memory/cards/cb4f3a24ef897b3b.json
03 GD Fabricacion LOI TES 6/Dibujos/4521-PLN-LOI-039-062-0012-GAR_rev00 NOZZLES DRAWING.pdf,4521-PLN-LOI-039-062-0012,,Plano / dibujo general,tagged_plan,tagged_plan,03 GD Fabricacion LOI TES 6,527 KB,.yeyo-memory/cards/703c00b65d35522c.json
03 GD Fabricacion LOI TES 6/Dibujos/4521-PLN-LOI-039-062-0013-GAR_Rev01 TRANSPORT DRAWING.pdf,4521-PLN-LOI-039-062-0013,,Plano / dibujo general,tagged_plan,tagged_plan,03 GD Fabricacion LOI TES 6,1.8 MB,.yeyo-memory/cards/bf3fa2347eb2b46c.json
03 GD Fabricacion LOI TES 6/Dibujos/4521-PLN-LOI-039-062-0014-GAR_rev00 INSULATION SUPPORTS DESIGN DRAWINGS.pdf,4521-PLN-LOI-039-062-0014,,Plano / dibujo general,tagged_plan,tagged_plan,03 GD Fabricacion LOI TES 6,436 KB,.yeyo-memory/cards/7229d23c5909e2c7.json
03 GD Fabricacion LOI TES 6/Documentacion de procesos/4521-HDD-LOI-039-062-0001-GAR_rev00 Equipment Data Sheet.pdf,4521-HDD-LOI-039-062-0001,,Plano / dibujo general,ok,ok,03 GD Fabricacion LOI TES 6,252 KB,.yeyo-memory/cards/98ff6c05d6c20c04.json
03 GD Fabricacion LOI TES 6/Dossier final de fabricacion/4521-PCA-LOI-039-062-0002-GAR Rev.0 Final quality dossier.pdf,4521-PCA-LOI-039-062-0002,Rev.0,Plano / dibujo general,ok,ok,03 GD Fabricacion LOI TES 6,79 MB,.yeyo-memory/cards/4d53fa85db2d3299.json
03 GD Fabricacion LOI TES 6/Plan de calidad y ITP/4521-PCA-LOI-039-062-0001-GAR_Rev00 -  Quality Plan.pdf,4521-PCA-LOI-039-062-0001,,Plano / dibujo general,ok,ok,03 GD Fabricacion LOI TES 6,616 KB,.yeyo-memory/cards/3bd1c146d6828159.json
03 GD Fabricacion LOI TES 6/Procedimiento de calidad/4521-INS-LOI-039-062-0003-GAR_Rev01_Hydraulic Test Procedure.pdf,4521-INS-LOI-039-062-0003,,Plano / dibujo general,ok,ok,03 GD Fabricacion LOI TES 6,358 KB,.yeyo-memory/cards/34b3f6ae6df77385.json
03 GD Fabricacion LOI TES 6/Procedimiento de calidad/4521-INS-LOI-039-062-0003-GAR_rev0 Hydraulic Test Procedure.pdf,4521-INS-LOI-039-062-0003,,Plano / dibujo general,ok,ok,03 GD Fabricacion LOI TES 6,355 KB,.yeyo-memory/cards/de9650386460f58d.json
03 GD Fabricacion LOI TES 6/Procedimiento de calidad/4521-INS-LOI-039-062-0004-GAR_Rev00  - PT.pdf,4521-INS-LOI-039-062-0004,,Plano / dibujo general,ok,ok,03 GD Fabricacion LOI TES 6,170 KB,.yeyo-memory/cards/e372b4c1793a8894.json
03 GD Fabricacion LOI TES 6/Procedimiento de calidad/4521-INS-LOI-039-062-0005-GAR_Rev00  - MT.pdf,4521-INS-LOI-039-062-0005,,Plano / dibujo general,ok,ok,03 GD Fabricacion LOI TES 6,352 KB,.yeyo-memory/cards/343e2d9e2fd5657a.json
03 GD Fabricacion LOI TES 6/Procedimiento de calidad/4521-INS-LOI-039-062-0006-GAR_Rev00  - RX.pdf,4521-INS-LOI-039-062-0006,,Plano / dibujo general,ok,ok,03 GD Fabricacion LOI TES 6,652 KB,.yeyo-memory/cards/d2fb58e8af644e92.json
03 GD Fabricacion LOI TES 6/Procedimiento de calidad/4521-INS-LOI-039-062-0007-GAR_Rev00  - UT.pdf,4521-INS-LOI-039-062-0007,,Plano / dibujo general,ok,ok,03 GD Fabricacion LOI TES 6,645 KB,.yeyo-memory/cards/aa35272a552f1f86.json
03 GD Fabricacion LOI TES 6/Procedimiento de calidad/4521-INS-LOI-039-062-0008-GAR_Rev00  - IV.pdf,4521-INS-LOI-039-062-0008,,Plano / dibujo general,ok,ok,03 GD Fabricacion LOI TES 6,276 KB,.yeyo-memory/cards/98997b1a51c5457f.json
03 GD Fabricacion LOI TES 6/Procedimiento de calidad/4521-INS-LOI-039-062-0008-GAR_Rev01  - IV.pdf,4521-INS-LOI-039-062-0008,,Plano / dibujo general,ok,ok,03 GD Fabricacion LOI TES 6,278 KB,.yeyo-memory/cards/9ce4055b1024e983.json
03 GD Fabricacion LOI TES 6/Procedimiento de calidad/Informes pruebas hidraulicas/1950101 Hydraulic test reports.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,03 GD Fabricacion LOI TES 6,862 KB,.yeyo-memory/cards/00f90ae938ee10c2.json
04 GD Fabricacon LOI TES 3/Dibujo/1950201-DWG-002.00 TUBE SHEET.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,04 GD Fabricacon LOI TES 3,689 KB,.yeyo-memory/cards/e2f6882fa46cd793.json
04 GD Fabricacon LOI TES 3/Dibujo/1950201-DWG-002.01 TUBE-SHEET.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,04 GD Fabricacon LOI TES 3,214 KB,.yeyo-memory/cards/35168e60dd1faa10.json
04 GD Fabricacon LOI TES 3/Dibujo/1950201-DWG-003.00 NOZZLES.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,04 GD Fabricacon LOI TES 3,267 KB,.yeyo-memory/cards/79ac03806da3a39e.json
04 GD Fabricacon LOI TES 3/Dibujo/1950201-DWG-004.00 SHELL&CHANNEL.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,04 GD Fabricacon LOI TES 3,1.2 MB,.yeyo-memory/cards/b3a08f26ca05d16b.json
04 GD Fabricacon LOI TES 3/Dibujo/1950201-DWG-006.00 CHANNEL PARTITION.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,04 GD Fabricacon LOI TES 3,286 KB,.yeyo-memory/cards/6ad5c4e1fbe3cb67.json
04 GD Fabricacon LOI TES 3/Dibujo/1950201-DWG-007.00 H1 SADDLES.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,04 GD Fabricacon LOI TES 3,534 KB,.yeyo-memory/cards/33f853bb1a779b4f.json
04 GD Fabricacon LOI TES 3/Dibujo/1950201-DWG-007.00 H2 SADDLES.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,04 GD Fabricacon LOI TES 3,528 KB,.yeyo-memory/cards/a1cd27376f92999c.json
04 GD Fabricacon LOI TES 3/Dibujo/1950201-DWG-100.00 NAME PLATE.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,04 GD Fabricacon LOI TES 3,266 KB,.yeyo-memory/cards/fc8bc31e9440c01c.json
04 GD Fabricacon LOI TES 3/Dibujo/1950201-DWG-110.00 H1 TRASPORT.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,04 GD Fabricacon LOI TES 3,413 KB,.yeyo-memory/cards/8c31743e5f8ac2c2.json
04 GD Fabricacon LOI TES 3/Dibujo/1950201-DWG-110.00 H2 TRASPORT.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,04 GD Fabricacon LOI TES 3,385 KB,.yeyo-memory/cards/f4630c301f8d3a2b.json
04 GD Fabricacon LOI TES 3/Dibujo/1950201-DWG-120.00 PRODUCTION TEST DRAWING.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,04 GD Fabricacon LOI TES 3,734 KB,.yeyo-memory/cards/adff57b773a746e6.json
04 GD Fabricacon LOI TES 3/Dibujo/1950201-DWG-140.00 ANCHOR BOLTS.pdf,,,Plano / dibujo general,ok,ok,04 GD Fabricacon LOI TES 3,351 KB,.yeyo-memory/cards/da8bcd16643ab02a.json
04 GD Fabricacon LOI TES 3/Dibujo/gth/4521-PLN-LOI-039-062-0014-GAR_Rev01 INSULATION SUPPORTS.pdf,4521-PLN-LOI-039-062-0014,,Plano / dibujo general,tagged_plan,tagged_plan,04 GD Fabricacon LOI TES 3,454 KB,.yeyo-memory/cards/da11e47f910498f8.json
04 GD Fabricacon LOI TES 3/Documentos procesos/TD-DTS-SLN-001-00 Equipment Data Sheet .pdf,TD-DTS-SLN-001-00,,Plano / dibujo general,ok,ok,04 GD Fabricacon LOI TES 3,192 KB,.yeyo-memory/cards/74e8914cf7cf72cf.json
04 GD Fabricacon LOI TES 3/Manuales/1950201-PPH-001-00_Hydraulic Test Procedure.pdf,,,Plano / dibujo general,ok,ok,04 GD Fabricacon LOI TES 3,184 KB,.yeyo-memory/cards/85c2e146c13f27f1.json
04 GD Fabricacon LOI TES 3/Manuales/1950201-PPH-001-01_Hydraulic Test Procedure.pdf,,,Plano / dibujo general,ok,ok,04 GD Fabricacon LOI TES 3,185 KB,.yeyo-memory/cards/5e8456829e50a268.json
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/Quote 10709 - Atlantica Yield - Salt Drain Pump.pdf,,,Plano / dibujo general,tagged_plan,tagged_plan,05 GD Fabricación Tecnica de Compra,5.4 MB,.yeyo-memory/cards/e49f7e62375a46cd.json
05 GD Fabricación Tecnica de Compra/Bomba drenaje sal/Quote 9750 Rev 6 Abenisa Salt Drain Pump.pdf,,Rev 6,Plano / dibujo general,tagged_plan,tagged_plan,05 GD Fabricación Tecnica de Compra,6.2 MB,.yeyo-memory/cards/f6324242c1ebab76.json
06 Especificaciones Tecnicas/4521-PLN-ANC-00-50-C001.pdf,4521-PLN-ANC-00-50-C001,,Plano / dibujo general,tagged_plan,tagged_plan,06 Especificaciones Tecnicas,474 KB,.yeyo-memory/cards/1e081e13b8742ec5.json
06 Especificaciones Tecnicas/4521-PLN-ANC-00-50-S001.pdf,4521-PLN-ANC-00-50-S001,,Plano / dibujo general,tagged_plan,tagged_plan,06 Especificaciones Tecnicas,860 KB,.yeyo-memory/cards/23a36881486f939d.json
06 Especificaciones Tecnicas/4521-PLN-ANC-00-50-S002.pdf,4521-PLN-ANC-00-50-S002,,Plano / dibujo general,tagged_plan,tagged_plan,06 Especificaciones Tecnicas,342 KB,.yeyo-memory/cards/6ccffcab55782b67.json
06 Especificaciones Tecnicas/4521-PLN-ANC-00-50-S003.pdf,4521-PLN-ANC-00-50-S003,,Plano / dibujo general,tagged_plan,tagged_plan,06 Especificaciones Tecnicas,362 KB,.yeyo-memory/cards/fecf69a6e62ffce4.json
06 Especificaciones Tecnicas/4521-PLN-ANC-00-50-S004.pdf,4521-PLN-ANC-00-50-S004,,Plano / dibujo general,tagged_plan,tagged_plan,06 Especificaciones Tecnicas,339 KB,.yeyo-memory/cards/e0d1d4d41d2b3c3c.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and MS Hydraulic Circuits Calculation Report/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and Molten Salts Hydraulic Circuits Calculation Repo.pdf,4521-CAL-AEE-58-11-0001,Rev 02,Plano / dibujo general,ok,ok,12 As Built TES 6,90 KB,.yeyo-memory/cards/f26a1a862cafc543.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and MS Hydraulic Circuits Calculation Report/Annex II.I (Summer Charge).pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,40 KB,.yeyo-memory/cards/707f1bb8c871a241.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and MS Hydraulic Circuits Calculation Report/Annex II.II (Summer Discharge).pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,41 KB,.yeyo-memory/cards/324cc4b5247bafd1.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and MS Hydraulic Circuits Calculation Report/Annex II.III (Winter Discharge).pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,41 KB,.yeyo-memory/cards/0a43cf7206e83209.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and MS Hydraulic Circuits Calculation Report/Annex II.IV (Max Charge).pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,41 KB,.yeyo-memory/cards/477598213b26c134.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and MS Hydraulic Circuits Calculation Report/Annex II.V (.25 Charge).pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,41 KB,.yeyo-memory/cards/b829aec61f804c69.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and MS Hydraulic Circuits Calculation Report/Annex II.VI (Field Data 22072015).pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,41 KB,.yeyo-memory/cards/7251b5c051b27d0a.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and MS Hydraulic Circuits Calculation Report/AnnexI-I A- Summer Charge - min level @ 850rpm.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,29 KB,.yeyo-memory/cards/b357af2298269080.json
12 As Built TES 6/01_M&P/01_Calculations/4521-CAL-AEE-58-11-0001-GAR Rev 02 HTF and MS Hydraulic Circuits Calculation Report/AnnexI-I B- Summer Charge - max level @ 850rpm.pdf,,,Plano / dibujo general,ok,ok,12 As Built TES 6,29 KB,.yeyo-memory/cards/226d719a315918e2.json
