path,size_bytes,size_human,ext,top_dir,depth,mtime_iso
12 As Built TES 6/04_Piping/05_Isometrics/252-HTF-16E-CS30-20_rev03_Sht_1.pdf,194425,190 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-HTF-16E-CS30-20_rev03_Sht_2.dwg,312267,305 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-HTF-16E-CS30-20_rev03_Sht_2.pdf,195124,191 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-HTF-16F-CS30-20 R7_Sht1.dwg,762806,745 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-HTF-16F-CS30-20 R7_Sht1.pdf,650521,635 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-HTF-21E-CS30-8_rev02_Sht_1.dwg,307752,301 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-HTF-21E-CS30-8_rev02_Sht_1.pdf,167626,164 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-HTF-21F-CS30-8_Sht_1_R4.dwg,422269,412 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-HTF-21F-CS30-8_Sht_1_R4.pdf,437893,428 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-03E-CS31-24_Rev01_Sht_1.dwg,315464,308 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-03E-CS31-24_Rev01_Sht_1.pdf,175253,171 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-03E-CS31-24_Rev01_Sht_2.dwg,304439,297 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-03E-CS31-24_Rev01_Sht_2.pdf,171386,167 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-03F-CS31-24_Rev02_Sht_1.dwg,620544,606 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-03F-CS31-24_Rev02_Sht_2.dwg,1575392,1.5 MB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-03F-CS31-24_Sht_1_R2.pdf,1802916,1.7 MB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-04E-CS31-24_Rev01_Sht_1.dwg,307511,300 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-04E-CS31-24_Rev01_Sht_1.pdf,172322,168 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-04E-CS31-24_Rev01_Sht_2.dwg,321398,314 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-04E-CS31-24_Rev01_Sht_2.pdf,187386,183 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-04F-CS31-24_Sht_1_R3.dwg,453444,443 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-04F-CS31-24_Sht_1_R3.pdf,444654,434 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-04F-CS31-24_Sht_2_R4.dwg,428462,418 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-04F-CS31-24_Sht2_R4.pdf,570462,557 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-06E-CS31-4_Sht_1.dwg,293845,287 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-06E-CS31-4_Sht_1.pdf,176115,172 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-06F-CS31-4_Sht_1_R2.dwg,421084,411 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-06F-CS31-4_Sht_1_R2.pdf,482883,472 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-13F-CS31-24_rev03_Sht_1.dwg,589071,575 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-13F-CS31-24_Sht_1_R3.pdf,142416,139 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-14F-CS31-24_Sht_1_R4.dwg,422242,412 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-MS-14F-CS31-24_Sht_1_R4.pdf,499382,488 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-06E-CS31-2_Sht_1.dwg,287734,281 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-06E-CS31-2_Sht_1.pdf,165236,161 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-06F-CS31-2_Sht_1_R3.dwg,423597,414 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-06F-CS31-2_Sht_1.dwg,286417,280 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-06F-CS31-2_Sht_1.pdf,165446,162 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-06F-CS31-2_Sht1_R3.pdf,454380,444 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-08EF-CS31-2_Sht_1_R3.dwg,436286,426 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-08EF-CS31-2_Sht_1_R3.pdf,308209,301 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-08EF-CS31-2_Sht_1.dwg,273286,267 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-08EF-CS31-2_Sht_1.pdf,137283,134 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-10E-CS31-2_Sht_1.dwg,284536,278 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-10E-CS31-2_Sht_1.pdf,154724,151 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-10F-CS31-2_Sht_1_R3.dwg,429046,419 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-10F-CS31-2_Sht_1_R4.dwg,688629,672 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-10F-CS31-2_Sht_1_R4.pdf,161661,158 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-10F-CS31-2_Sht_1.dwg,284242,278 KB,dwg,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-10F-CS31-2_Sht_1.pdf,154765,151 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-10F-CS31-2_Sht1_R4.pdf,161661,158 KB,pdf,12 As Built TES 6,3,2026-06-05T06:27:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-11E-CS31-2_Sht_1.dwg,284439,278 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-11E-CS31-2_Sht_1.pdf,155767,152 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-11F-CS31-2_Sht_1_R4.dwg,728162,711 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-11F-CS31-2_Sht_1_R4.pdf,163590,160 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-11F-CS31-2_Sht_1.dwg,284594,278 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-11F-CS31-2_Sht_1.pdf,154083,150 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-12E-CS31-2_Sht_1.dwg,281513,275 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-12E-CS31-2_Sht_1.pdf,150240,147 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-12F-CS31-2_Sht_1_R4.dwg,685237,669 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-12F-CS31-2_Sht_1_R4.pdf,161824,158 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-12F-CS31-2_Sht_1.dwg,281101,275 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/252-N-12F-CS31-2_Sht_1.pdf,149180,146 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/253-MS-01E-CS31-20_rev01_Sht_1.dwg,311738,304 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/253-MS-01E-CS31-20_rev01_Sht_1.pdf,186125,182 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/253-MS-01E-CS31-20_rev01_Sht_2.dwg,315719,308 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/253-MS-01E-CS31-20_rev01_Sht_2.pdf,219711,215 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/253-MS-01E-CS31-20_rev01_Sht_3.dwg,283075,276 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/253-MS-01E-CS31-20_rev01_Sht_3.pdf,131712,129 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-20E-CS30-1_Sht_1.dwg,273634,267 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-20E-CS30-1_Sht_1.pdf,139461,136 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-20F-CS30-1 R3_Sht2.dwg,418774,409 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-20F-CS30-1 R4_Sht1.dwg,581960,568 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-20F-CS30-1 R4_Sht3.dwg,670437,655 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-20F-CS30-1_Sht1_R4.pdf,546520,534 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-21E-CS30-1_Sht_1.dwg,281513,275 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-21E-CS30-1_Sht_1.pdf,152897,149 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-21F-CS30-1_Rev02_Sht_1.pdf,303498,296 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-22E-CS30-1_Sht_1.dwg,276713,270 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-22E-CS30-1_Sht_1.pdf,143995,141 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-22F-CS30-1_rev02_Sht_1.pdf,276731,270 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-23E-CS30-1_Sht_1.dwg,276651,270 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-23E-CS30-1_Sht_1.pdf,144215,141 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-HTF-23F-CS30-1_rev02_Sht_1.pdf,177309,173 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-06E-CS31-4_Rev01_Sht_1.dwg,311419,304 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-06E-CS31-4_Rev01_Sht_1.pdf,178728,175 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-06F-CS31-4_Sht_1_R4.dwg,425277,415 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-06F-CS31-4_Sht_1_R4.pdf,171567,168 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-07E-CS31-4_Sht_1.dwg,309942,303 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-07E-CS31-4_Sht_1.pdf,207781,203 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-07F-CS31-4_Sht_1_R2.dwg,451155,441 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-07F-CS31-4_Sht_1_R2.pdf,657265,642 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-08E-CS31-4_Sht_1.dwg,285269,279 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-08E-CS31-4_Sht_1.pdf,159206,155 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-08F-CS31-4_Sht_1_R2.dwg,428550,419 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-08F-CS31-4_Sht_1_R2.pdf,397374,388 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-09E-CS31-4_Sht_1.dwg,289616,283 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-09E-CS31-4_Sht_1.pdf,166646,163 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-09F-CS31-4_Sht_1_R2.dwg,422717,413 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-09F-CS31-4_Sht_1_R2.pdf,416770,407 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-11E-CS31-3_Sht_1.dwg,291603,285 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-11E-CS31-3_Sht_1.pdf,171904,168 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-11F-CS31-3_Sht_1_R2.dwg,424134,414 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-11F-CS31-3_Sht_1_R3.dwg,416423,407 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-11F-CS31-3_Sht_1_R3.pdf,170486,166 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-11F-CS31-3_Sht1_R3.pdf,170486,166 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-12E-CS31-3_Sht_1.dwg,285977,279 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-12E-CS31-3_Sht_1.pdf,161413,158 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-12F-CS31-3_Sht_1_R2.dwg,411970,402 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-12F-CS31-3_Sht_1_R3.dwg,850085,830 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-12F-CS31-3_Sht_1_R3.pdf,163943,160 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-12F-CS31-3_Sht1_R3.pdf,163943,160 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-13E-CS31-3_Sht_1.dwg,285208,279 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-13E-CS31-3_Sht_1.pdf,161077,157 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-13F-CS31-3_Sht_1_R2.dwg,424794,415 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-13F-CS31-3_Sht_1_R3.dwg,788965,770 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-13F-CS31-3_Sht_1_R3.pdf,165525,162 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-13F-CS31-3_Sht1_R3.pdf,165525,162 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-14E-CS31-3_rev01_Sht_1.dwg,314484,307 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-14E-CS31-3_rev01_Sht_1.pdf,188925,184 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-14E-CS31-3_rev01_Sht_2.dwg,309182,302 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-14E-CS31-3_rev01_Sht_2.pdf,183847,180 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-14F-CS31-3_Sht_1_R4.dwg,855749,836 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-14F-CS31-3_Sht_1_R4.pdf,178725,175 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-15E-CS31-3_Sht_1.dwg,296918,290 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-15E-CS31-3_Sht_1.pdf,176483,172 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-15F-CS31-3_Sht_1_R2.dwg,456115,445 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-15F-CS31-3_Sht_1_R3.dwg,528315,516 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-15F-CS31-3_Sht_1_R3.pdf,170918,167 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-MS-15F-CS31-3_Sht1_R3.pdf,170918,167 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-N-09EF-CS31-2_Sht_1_R3.dwg,407105,398 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-N-09EF-CS31-2_Sht_1_R3.pdf,365852,357 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-N-09EF-CS72-1.5_Sht_1_R4.dwg,560421,547 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-N-09EF-CS72-1.5_Sht_1_R4.pdf,338568,331 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-N-09EF-CS72-1.5_Sht_2_R4.dwg,697240,681 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-N-09EF-CS72-1.5_Sht2_R4.pdf,144830,141 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-N-10EF-CS72-05_Sht_1_R3.dwg,407070,398 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/255-N-10EF-CS72-05_Sht_1_R3.pdf,302548,295 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/257-MS-10E-CS31-4_Rev01_Sht_1.dwg,196608,192 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/257-MS-10EF-CS31-6 R3_Sht1.dwg,444651,434 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/257-MS-10EF-CS31-6_R3_Sht1.pdf,747707,730 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/257-MS-10F-CS31-4_Rev03_Sht_1.pdf,174358,170 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/257-MS-10F-CS31-4_Sht_1_R3.dwg,418374,409 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/257-MS-10F-CS31-4_Sht1_R3.pdf,174358,170 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/257-MS-12EF-CS31-3_Sht_1_R4.dwg,737989,721 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/257-MS-12EF-CS31-3_Sht_1_R4.pdf,175181,171 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/257-MS-13EF-CS31-2_Sht_1_R3.dwg,373698,365 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/257-MS-13EF-CS31-2_Sht1_R3.pdf,387498,378 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/257-N-11EF-CS72-05_Sht_1_R4.dwg,676148,660 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/257-N-11EF-CS72-05_Sht_1_R4.pdf,168502,165 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/257-N-11EF-CS72-05_Sht_1.dwg,299363,292 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/257-N-11EF-CS72-05_Sht_1.pdf,149490,146 KB,pdf,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
12 As Built TES 6/04_Piping/05_Isometrics/4521-PLN-LOI-039-063-0001-GAR_R3_Sht1.dwg,147543,144 KB,dwg,12 As Built TES 6,3,2026-06-05T06:28:00.000Z
